0,462,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,690,0,540,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,0,540,0,259,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,259,0,393,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,514,0,393,0,594,0,600,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,594,0,570,0,0,0,0,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,570,0,218,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,600,0,218,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,474,0,0,0,271,0,592,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,552,0,0,0,0,0,592,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,747,0,0,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,834,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,796,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,720,0
0,0,0,0,0,0,0,0,0,456,0,0,0,0,522,0,757,0,0,0,0,0,534,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,757,0,540,0,0,775,420,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,722,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,0,623,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,1213,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,0,1213,0,0,0,819,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,376,668,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,376,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,668,0,0,0,474,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,783,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,551,0,0,1209
0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,783,0,0,1500
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,1500,0
